資料版本,資料更新日期,來源查核日期,新北市地區名,民國年度,年齡層,性別,資料主題,指標名稱,分類維度,分類名稱,數值,下限,上限,單位,同類排名,同類項目數,同類分位帶,可比較年度數,時間排名,歷史位置,可得年度平均,與可得年度平均差值,與可得年度平均差率_百分比,前一年數值,與前一年差值,與前一年變化率_百分比,資料身分,計算方法,來源代號,來源網址,可用性狀態,限制說明,政策分析可用性,政策分析限制
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,教育服務業,11.361742,9.687828,11.361742,千人,3,19,前20%,5,1,可得年度最高,10.139615,1.222127,12.05299,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,教育服務業,9.641426,8.766565,9.641426,%,3,19,前20%,5,2,接近可得年度平均,9.197133,0.444293,4.830779,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,醫療保健及社會工作服務業,8.084231,7.660143,8.084231,千人,6,19,中間60%,5,5,可得年度最低,9.078267,'-0.994036,'-10.949623,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,醫療保健及社會工作服務業,6.860173,6.860173,6.931702,%,6,19,中間60%,5,5,可得年度最低,8.252798,'-1.392625,'-16.874578,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,藝術、娛樂及休閒服務業,1.461174,1.239141,1.461174,千人,14,19,中間60%,5,1,可得年度最高,1.261637,0.199537,15.815685,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,藝術、娛樂及休閒服務業,1.239934,1.121305,1.239934,%,14,19,中間60%,5,1,可得年度最高,1.144528,0.095406,8.335819,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,其他服務業,6.513085,5.519809,6.513085,千人,8,19,中間60%,5,1,可得年度最高,5.743948,0.769137,13.390389,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,其他服務業,5.526919,4.994903,5.526919,%,8,19,中間60%,5,1,可得年度最高,5.217242,0.309677,5.935638,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,就業人數,行業,農、林、漁、牧業,0.125052,0.125052,0.225298,千人,18,19,後20%,5,5,可得年度最低,0.221552,'-0.0965,'-43.556366,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,行業占就業者比率,行業,農、林、漁、牧業,0.052988,0.052988,0.095465,%,18,19,後20%,5,5,可得年度最低,0.098602,'-0.045614,'-46.260725,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,就業人數,行業,礦業及土石採取業,0,0,0,千人,19,19,後20%,5,1,可得年度持平,0,0,,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,行業占就業者比率,行業,礦業及土石採取業,0,0,0,%,19,19,後20%,5,1,可得年度持平,0,0,,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,就業人數,行業,製造業,45.108632,45.108632,55.31074,千人,2,19,前20%,5,1,可得年度最高,41.465647,3.642985,8.78555,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,行業占就業者比率,行業,製造業,19.113827,19.113827,23.436754,%,2,19,前20%,5,2,高於可得年度平均,18.349304,0.764523,4.166498,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,就業人數,行業,電力及燃氣供應業,0.33796,0.337947,0.33796,千人,17,19,後20%,5,4,低於可得年度平均,0.422142,'-0.084182,'-19.941707,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,行業占就業者比率,行業,電力及燃氣供應業,0.143203,0.143198,0.143203,%,17,19,後20%,5,4,接近可得年度平均,0.188668,'-0.045465,'-24.098047,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,就業人數,行業,用水供應及污染整治業,1.659931,1.577088,1.659931,千人,16,19,後20%,5,1,可得年度最高,1.225356,0.434575,35.465248,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,行業占就業者比率,行業,用水供應及污染整治業,0.703361,0.668258,0.703361,%,16,19,後20%,5,1,可得年度最高,0.541511,0.16185,29.888685,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,就業人數,行業,營建工程業,13.966258,13.966258,17.798568,千人,7,19,中間60%,5,4,低於可得年度平均,15.16901,'-1.202752,'-7.929005,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,行業占就業者比率,行業,營建工程業,5.917906,5.917906,7.541766,%,7,19,中間60%,5,4,低於可得年度平均,6.72359,'-0.805684,'-11.982946,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,就業人數,行業,批發及零售業,46.422474,44.834368,46.422474,千人,1,19,前20%,5,1,可得年度最高,43.509647,2.912827,6.694669,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,行業占就業者比率,行業,批發及零售業,19.67054,18.997613,19.67054,%,1,19,前20%,5,1,可得年度最高,19.256614,0.413926,2.149529,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,居住於新北市青年就業者行業,就業人數,行業,運輸及倉儲業,7.507224,7.507224,10.363723,千人,12,19,中間60%,5,4,低於可得年度平均,8.291395,'-0.784171,'-9.457644,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
